0,1.0000
1,1.0024
2,1.0051
3,1.0059
4,1.0047
5,1.0039
6,1.0032
7,1.0029
8,1.0031
9,1.0032
10,1.0017
11,1.0028
12,1.0015
13,1.0005
14,1.0025
15,0.9999
16,0.9982
17,0.9962
18,0.9945
19,0.9910
20,0.9920
21,0.9891
22,0.9886
23,0.9854
24,0.9814
25,0.9788
26,0.9744
27,0.9653
28,0.9615
29,0.9570
30,0.9527
31,0.9479
32,0.9410
33,0.9306
34,0.9205
35,0.9113
36,0.9037
37,0.8932
38,0.8816
39,0.8685
40,0.8575
41,0.8484
42,0.8378
43,0.8260
44,0.8144
45,0.8063
46,0.8016
47,0.7940
48,0.7914
49,0.7858
50,0.7789
51,0.7770
52,0.7735
53,0.7738
54,0.7743
55,0.7764
56,0.7743
57,0.7719
58,0.7684
59,0.7601
60,0.7501
61,0.7454
62,0.7378
63,0.7235
64,0.7103
65,0.6883
66,0.6735
67,0.6539
68,0.6172
69,0.5887
70,0.5389
71,0.4951
72,0.4565
73,0.4115
74,0.3717
75,0.2996
76,0.2634
77,0.2393
78,0.2778
79,0.3137
80,0.3723
81,0.3987
82,0.4614
83,0.4925
84,0.5164
85,0.5383
86,0.5601
87,0.5754
88,0.5841
89,0.5861
90,0.5882
91,0.5883
92,0.5863
93,0.5822
94,0.5693
95,0.5588
96,0.5392
97,0.5242
98,0.5027
99,0.4858
100,0.4642
101,0.4588
102,0.4579
103,0.4643
104,0.4779
105,0.5060
106,0.5249
107,0.5511
108,0.5731
109,0.6053
110,0.6355
111,0.6517
112,0.6709
113,0.6904
114,0.7080
115,0.7187
116,0.7275
117,0.7366
118,0.7409
119,0.7454
120,0.7470
121,0.7469
122,0.7470
123,0.7474
124,0.7448
125,0.7425
126,0.7404
127,0.7398
128,0.7399
129,0.7448
130,0.7500
131,0.7522
132,0.7578
133,0.7651
134,0.7760
135,0.7903
136,0.8032
137,0.8164
138,0.8282
139,0.8452
140,0.8575
141,0.8735
142,0.8898
143,0.8982
144,0.9119
145,0.9227
146,0.9325
147,0.9419
148,0.9523
149,0.9611
150,0.9690
151,0.9772
152,0.9818
153,0.9906
154,0.9967
155,1.0010
156,1.0057
157,1.0098
158,1.0129
159,1.0155
160,1.0163
161,1.0196
162,1.0231
163,1.0241
164,1.0262
165,1.0285
166,1.0332
167,1.0334
168,1.0361
169,1.0347
170,1.0363
171,1.0355
172,1.0351
173,1.0372
174,1.0374
175,1.0356
176,1.0365
177,1.0354
178,1.0368
179,1.0364
180,1.0339
181,1.0341
182,1.0323
183,1.0331
184,1.0274
185,1.0242
186,1.0214
187,1.0189
188,1.0165
189,1.0147
190,1.0110
191,1.0050
192,1.0015
193,1.0005
194,0.9981
195,0.9933
196,0.9910
197,0.9862
198,0.9802
199,0.9766
200,0.9727
201,0.9689
202,0.9642
203,0.9610
204,0.9581
205,0.9535
206,0.9491
207,0.9451
208,0.9382
209,0.9337
210,0.9275
211,0.9215
212,0.9127
213,0.9030
214,0.8929
215,0.8819
216,0.8729
217,0.8611
218,0.8495
219,0.8332
220,0.8238
221,0.8130
222,0.7978
223,0.7860
224,0.7712
225,0.7615
226,0.7520
227,0.7444
228,0.7401
229,0.7345
230,0.7291
231,0.7254
232,0.7237
233,0.7222
234,0.7191
235,0.7180
236,0.7154
237,0.7129
238,0.7043
239,0.6972
240,0.6873
241,0.6744
242,0.6640
243,0.6526
244,0.6415
245,0.6164
246,0.5865
247,0.5627
248,0.5319
249,0.5042
250,0.4666
251,0.4114
252,0.3828
253,0.3428
254,0.2987
255,0.2810
256,0.2755
257,0.2810
258,0.3217
259,0.3527
260,0.3839
261,0.4170
262,0.4454
263,0.4560
264,0.4665
265,0.4769
266,0.4808
267,0.4871
268,0.4913
269,0.4865
270,0.4774
271,0.4684
272,0.4550
273,0.4327
274,0.4128
275,0.3974
276,0.3573
277,0.3283
278,0.3244
279,0.3299
280,0.3377
281,0.3457
282,0.3931
283,0.4226
284,0.4521
285,0.4846
286,0.5177
287,0.5439
288,0.5659
289,0.5838
290,0.6040
291,0.6231
292,0.6365
293,0.6467
294,0.6563
295,0.6589
296,0.6618
297,0.6627
298,0.6609
299,0.6573
300,0.6539
301,0.6495
302,0.6403
303,0.6332
304,0.6275
305,0.6189
306,0.6123
307,0.6154
308,0.6173
309,0.6226
310,0.6295
311,0.6415
312,0.6520
313,0.6675
314,0.6880
315,0.7167
316,0.7328
317,0.7491
318,0.7673
319,0.7858
320,0.8013
321,0.8187
322,0.8382
323,0.8480
324,0.8585
325,0.8674
326,0.8754
327,0.8848
328,0.8933
329,0.9002
330,0.9011
331,0.9054
332,0.9099
333,0.9137
334,0.9167
335,0.9211
336,0.9237
337,0.9266
338,0.9297
339,0.9332
340,0.9369
341,0.9401
342,0.9423
343,0.9461
344,0.9510
345,0.9555
346,0.9586
347,0.9637
348,0.9669
349,0.9726
350,0.9764
351,0.9782
352,0.9823
353,0.9869
354,0.9897
355,0.9924
356,0.9957
357,0.9968
358,0.9983
359,1.0002
